0.06169979	0.1984718	0.2021576	0.2092946	0.1550873
0.06202412	0.199515	0.2032202	0.2103948	0.1559026
0.06233024	0.2004998	0.2042232	0.2114332	0.156672
0.06259688	0.2013575	0.2050968	0.2123377	0.1573422
0.06036656	0.1941831	0.1977893	0.2047721	0.1517362
0.06242248	0.2007965	0.2045254	0.2117461	0.1569039
0.06116209	0.1967421	0.2003958	0.2074707	0.1537358
0.06171635	0.198525	0.2022118	0.2093508	0.155129
0.06231195	0.2592746	0.2723476	0.1883697	0.2038999
0.06211699	0.2584634	0.2714955	0.1877803	0.203262
0.06250513	0.2600784	0.273192	0.1889537	0.204532
0.06261297	0.2605271	0.2736633	0.1892797	0.2048849
0.06111361	0.2542884	0.26711	0.1847471	0.1999787
0.06241737	0.2597132	0.2728084	0.1886884	0.2042449
0.06216095	0.2586463	0.2716877	0.1879132	0.2034058
0.06186563	0.2574175	0.2703969	0.1870205	0.2024394
0.06219735	0.2529719	0.2458781	0.2936597	0.1834732
0.06211131	0.2526219	0.245538	0.2932534	0.1832194
0.06217608	0.2528853	0.2457941	0.2935592	0.1834105
0.06239834	0.2537893	0.2466727	0.2946086	0.1840661
0.06015044	0.2446466	0.2377863	0.2839953	0.1774351
0.06246816	0.2540733	0.2469487	0.2949382	0.1842721
0.06099404	0.2480777	0.2411212	0.2879783	0.1799237
0.06142664	0.2498372	0.2428314	0.2900208	0.1811998
0.06219735	0.2529719	0.2458781	0.2936597	0.1834732
0.06211131	0.2526219	0.245538	0.2932534	0.1832194
0.06217608	0.2528853	0.2457941	0.2935592	0.1834105
0.06239834	0.2537893	0.2466727	0.2946086	0.1840661
0.06015044	0.2446466	0.2377863	0.2839953	0.1774351
0.06246816	0.2540733	0.2469487	0.2949382	0.1842721
0.06099404	0.2480777	0.2411212	0.2879783	0.1799237
0.06142664	0.2498372	0.2428314	0.2900208	0.1811998
